Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross income,Rating,Hour,Minute,Part_of_Day,Day_of_Week
733-33-4967,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,Cash,166.8,8.34,6.3,19,17,Evening,Sunday
608-27-6295,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,Credit card,317.34,15.867,9.8,17,34,Evening,Saturday
414-12-7047,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,Ewallet,158.32,7.916,8.7,12,4,Afternoon,Friday
827-26-2100,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,Ewallet,304.56,15.228,8.8,16,21,Afternoon,Thursday
175-54-2529,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,Credit card,177.36,8.868,9.6,17,1,Evening,Sunday
139-52-2867,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,Credit card,157.57,7.8785,4.8,10,50,Morning,Wednesday
407-63-8975,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,Ewallet,443.28,22.164,4.4,19,16,Evening,Saturday
342-65-4817,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,Ewallet,260.4,13.02,9.9,16,47,Afternoon,Monday
130-98-8941,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,Cash,449.82,22.491,5.7,10,0,Morning,Saturday
434-83-9547,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,Cash,307.76,15.388,7.7,11,51,Morning,Wednesday
851-28-6367,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,Ewallet,155.0,7.75,8.0,10,55,Morning,Saturday
824-88-3614,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,Ewallet,274.48,13.724,5.7,15,0,Afternoon,Friday
586-25-0848,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,Credit card,86.38,4.319,6.7,11,19,Morning,Monday
895-66-0685,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,2019-03-05,Ewallet,54.24,2.712,8.0,19,46,Evening,Tuesday
305-14-0245,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,Ewallet,755.92,37.796,7.5,19,0,Evening,Sunday
732-04-5373,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,Cash,185.88,9.294,7.0,10,53,Morning,Friday
400-60-7251,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,Ewallet,74.07,3.7035,9.9,12,50,Afternoon,Sunday
593-65-1552,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,Credit card,279.24,13.962,5.9,20,50,Evening,Monday
284-34-9626,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,Credit card,231.12,11.556,7.2,10,39,Morning,Monday
437-58-8131,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,Ewallet,147.04,7.352,4.6,13,41,Afternoon,Tuesday
286-43-6208,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,Cash,790.2,39.51,9.2,19,8,Evening,Saturday
641-43-2399,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,Ewallet,102.2,5.11,5.7,20,23,Evening,Saturday
831-07-6050,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,Credit card,163.55,8.1775,9.9,11,30,Morning,Tuesday
556-86-3144,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,Cash,74.29,3.7145,5.0,19,30,Evening,Sunday
848-24-9445,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,Cash,87.4,4.37,4.9,18,3,Evening,Tuesday
856-22-8149,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,Ewallet,25.29,1.2645,6.1,10,13,Morning,Saturday
699-01-4164,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,Credit card,166.0,8.3,8.2,19,58,Evening,Tuesday
420-11-4919,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,Credit card,356.95,17.8475,5.5,19,57,Evening,Sunday
606-80-4905,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,Credit card,114.9,5.745,6.8,10,1,Morning,Tuesday
542-41-0513,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,Cash,229.96,11.498,6.6,11,57,Morning,Friday
426-39-2418,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,Cash,429.87,21.4935,9.8,10,2,Morning,Monday
875-46-5808,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,Ewallet,259.0,12.95,8.7,14,51,Afternoon,Wednesday
394-43-4238,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,Credit card,88.85,4.4425,5.4,12,42,Afternoon,Friday
749-24-1565,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,Ewallet,207.27,10.3635,7.9,12,2,Afternoon,Thursday
672-51-8681,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,Credit card,599.85,29.9925,9.7,18,19,Evening,Friday
263-87-5680,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,Ewallet,285.3,14.265,7.8,17,38,Evening,Monday
573-58-9734,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,Ewallet,91.11,4.5555,5.1,13,41,Afternoon,Thursday
817-69-8206,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,Credit card,897.57,44.8785,6.5,19,42,Evening,Saturday
888-02-0338,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,Ewallet,236.07,11.8035,5.9,20,24,Evening,Friday
677-11-0152,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,Cash,839.34,41.967,8.8,18,8,Evening,Wednesday
142-63-6033,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,Ewallet,461.8,23.09,4.9,19,17,Evening,Wednesday
656-16-1063,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,Credit card,139.26,6.963,4.4,13,24,Afternoon,Friday
891-58-8335,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,Cash,207.27,10.3635,6.5,15,53,Afternoon,Monday
802-43-8934,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,Credit card,18.28,0.914,8.3,15,5,Afternoon,Friday
560-30-5617,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,Cash,123.85,6.1925,8.5,18,27,Evening,Sunday
319-74-2561,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,Cash,283.92,14.196,5.5,16,55,Afternoon,Thursday
549-03-9315,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,Ewallet,758.96,37.948,8.7,12,58,Afternoon,Tuesday
790-29-1172,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,Credit card,172.02,8.601,7.9,18,59,Evening,Sunday
239-36-3640,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,Ewallet,272.1,13.605,6.1,13,44,Afternoon,Thursday
468-01-2051,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,Ewallet,434.56,21.728,5.4,13,46,Afternoon,Wednesday
389-25-3394,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,Cash,59.05,2.9525,9.4,18,6,Evening,Sunday
279-62-1445,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,Cash,12.54,0.627,8.2,12,38,Afternoon,Thursday
213-72-6612,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,Cash,86.5,4.325,6.2,15,56,Afternoon,Wednesday
746-68-6593,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,Credit card,174.32,8.716,9.7,14,29,Afternoon,Friday
836-82-5858,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,Ewallet,624.33,31.2165,4.0,19,14,Evening,Saturday
583-72-1480,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,Ewallet,148.24,7.412,9.7,16,24,Afternoon,Thursday
466-61-5506,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,Cash,544.2,27.21,5.3,10,52,Morning,Tuesday
721-86-6247,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,Ewallet,507.36,25.368,7.4,12,55,Afternoon,Monday
289-65-5721,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,Cash,162.74,8.137,6.5,19,28,Evening,Saturday
545-46-3100,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,Credit card,31.77,1.5885,8.7,13,52,Afternoon,Tuesday
418-02-5978,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,Cash,756.81,37.8405,8.0,10,54,Morning,Monday
269-04-5750,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,Cash,295.28,14.764,6.7,18,31,Evening,Thursday
157-13-5295,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,Ewallet,519.4,25.97,6.5,18,24,Evening,Saturday
645-78-8093,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,Ewallet,186.28,9.314,4.1,18,9,Evening,Sunday
211-30-9270,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,Credit card,87.05,4.3525,4.9,15,16,Afternoon,Monday
755-12-3214,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,Credit card,221.1,11.055,8.6,17,7,Evening,Tuesday
346-84-3103,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,Cash,66.1,3.305,4.3,19,26,Evening,Saturday
478-06-7835,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,Ewallet,89.69,4.4845,4.9,11,20,Morning,Friday
540-11-4336,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,Credit card,224.46,11.223,5.6,16,49,Afternoon,Friday
448-81-5016,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,Credit card,119.54,5.977,5.8,12,1,Afternoon,Monday
142-72-4741,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,Credit card,186.4,9.32,6.0,18,37,Evening,Thursday
217-58-1179,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,Cash,250.6,12.53,4.2,11,25,Morning,Saturday
376-02-8238,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,Credit card,750.96,37.548,8.3,18,42,Evening,Saturday
530-90-9855,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,Cash,380.72,19.036,5.7,14,47,Afternoon,Tuesday
866-05-7563,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,Cash,244.2,12.21,4.8,19,43,Evening,Saturday
604-70-6476,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,Ewallet,89.7,4.485,6.8,14,4,Afternoon,Wednesday
799-71-1548,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,Credit card,310.88,15.544,8.8,16,11,Afternoon,Monday
785-13-7708,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,Credit card,511.42,25.571,4.2,19,6,Evening,Monday
845-51-0542,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,Ewallet,418.95,20.9475,6.4,15,34,Afternoon,Saturday
662-47-5456,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,Credit card,351.9,17.595,8.4,19,6,Evening,Sunday
883-17-4236,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,Credit card,28.78,1.439,7.2,19,44,Evening,Saturday
290-68-2984,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,Cash,95.0,4.75,5.2,11,22,Morning,Saturday
704-11-6354,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,Cash,471.2,23.56,8.9,11,23,Morning,Sunday
110-48-7033,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,Cash,130.48,6.524,9.0,14,12,Afternoon,Tuesday
366-93-0948,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,Credit card,66.35,3.3175,9.7,10,46,Morning,Thursday
729-09-9681,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,Ewallet,155.46,7.773,8.7,10,16,Morning,Tuesday
151-16-1484,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,Ewallet,129.0,6.45,6.5,12,38,Afternoon,Wednesday
380-94-4661,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,Credit card,263.76,13.188,6.9,13,5,Afternoon,Thursday
850-41-9669,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,Ewallet,675.54,33.777,6.2,13,25,Afternoon,Tuesday
821-07-3596,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,Ewallet,65.8,3.29,5.6,14,53,Afternoon,Thursday
655-85-5130,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,Cash,153.2,7.66,5.7,19,22,Evening,Wednesday
447-15-7839,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,Cash,222.4,11.12,4.2,11,0,Morning,Saturday
154-74-7179,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,Ewallet,54.45,2.7225,7.9,19,24,Evening,Tuesday
253-12-6086,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,Credit card,688.8,34.44,8.7,12,43,Afternoon,Tuesday
808-65-0703,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,Credit card,141.88,7.094,6.9,17,22,Evening,Thursday
571-94-0759,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,Cash,746.0,37.3,9.5,20,55,Evening,Tuesday
144-51-6085,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,Credit card,282.96,14.148,4.4,16,5,Afternoon,Saturday
731-14-2199,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,Ewallet,355.4,17.77,7.0,13,34,Afternoon,Friday
783-09-1637,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,Ewallet,337.15,16.8575,6.3,18,13,Evening,Wednesday
687-15-1097,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,Cash,42.24,2.112,9.7,19,17,Evening,Thursday
126-54-1082,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,Credit card,193.86,9.693,8.8,11,44,Morning,Monday
633-91-1052,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,Cash,24.06,1.203,5.1,15,51,Afternoon,Sunday
477-24-6490,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,Ewallet,598.26,29.913,7.9,16,52,Afternoon,Tuesday
566-19-5475,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,Cash,335.79,16.7895,6.2,20,52,Evening,Monday
526-86-8552,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,Cash,218.2,10.91,7.1,17,36,Evening,Monday
376-56-3573,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,Ewallet,381.68,19.084,6.4,13,23,Afternoon,Saturday
537-72-0426,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,Cash,709.9,35.495,5.7,16,28,Afternoon,Wednesday
828-61-5674,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,Credit card,440.2,22.01,9.6,19,57,Evening,Wednesday
136-08-6195,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,Credit card,559.68,27.984,6.4,17,1,Evening,Friday
523-38-0215,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,Credit card,37.0,1.85,7.9,13,29,Afternoon,Wednesday
490-29-1201,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,Cash,15.34,0.767,6.5,11,9,Morning,Sunday
667-92-0055,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,Ewallet,598.98,29.949,8.5,15,2,Afternoon,Monday
565-17-3836,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,Cash,190.68,9.534,9.1,14,21,Afternoon,Tuesday
498-41-1961,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,Cash,333.4,16.67,7.6,18,1,Evening,Wednesday
593-95-4461,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,Cash,74.86,3.743,6.9,14,49,Afternoon,Sunday
226-71-3580,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,Cash,213.75,10.6875,9.5,12,2,Afternoon,Thursday
283-79-9594,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,Credit card,339.57,16.9785,5.2,13,30,Afternoon,Friday
430-60-3493,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,Cash,664.16,33.208,4.2,14,38,Afternoon,Sunday
139-20-0155,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,Credit card,403.0,20.15,7.0,17,37,Evening,Thursday
558-80-4082,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,Ewallet,194.95,9.7475,6.0,17,20,Evening,Thursday
278-97-7759,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,Cash,62.48,3.124,4.7,20,29,Evening,Monday
316-68-6352,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,Cash,72.72,3.636,7.1,10,0,Morning,Monday
585-03-5943,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,Ewallet,181.1,9.055,5.9,11,46,Morning,Wednesday
211-05-0490,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,Cash,259.6,12.98,7.5,13,42,Afternoon,Sunday
727-75-6477,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,Cash,115.36,5.768,6.4,14,44,Afternoon,Friday
744-02-5987,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,Ewallet,470.28,23.514,5.8,14,16,Afternoon,Thursday
307-83-9164,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,Cash,240.04,12.002,4.5,15,54,Afternoon,Friday
779-06-0012,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,Cash,88.61,4.4305,7.7,10,21,Morning,Saturday
446-47-6729,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,Credit card,199.64,9.982,6.7,18,9,Evening,Wednesday
573-10-3877,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,Credit card,39.01,1.9505,4.7,16,46,Afternoon,Tuesday
735-06-4124,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,Cash,48.61,2.4305,4.4,15,31,Afternoon,Monday
439-54-7422,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,Credit card,204.76,10.238,4.7,17,15,Evening,Monday
396-90-2219,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,Cash,119.68,5.984,8.6,12,29,Afternoon,Saturday
411-77-0180,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,Ewallet,505.4,25.27,4.3,20,14,Evening,Tuesday
286-01-5402,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,Cash,281.61,14.0805,9.6,13,22,Afternoon,Saturday
803-17-8013,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,Cash,710.32,35.516,4.1,17,9,Evening,Sunday
512-98-1403,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,Ewallet,79.44,3.972,4.7,10,40,Morning,Thursday
848-42-2560,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,Cash,163.82,8.191,7.8,17,43,Evening,Tuesday
532-59-7201,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,Cash,479.58,23.979,5.5,14,4,Afternoon,Thursday
181-94-6432,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,Ewallet,138.66,6.933,9.7,19,5,Evening,Tuesday
870-76-1733,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,Credit card,71.15,3.5575,4.4,10,8,Morning,Friday
423-64-4619,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,Cash,139.95,6.9975,5.0,13,12,Afternoon,Thursday
227-07-4446,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,Cash,781.3,39.065,4.4,20,51,Evening,Sunday
174-36-3675,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,Cash,198.74,9.937,5.2,17,29,Evening,Thursday
428-83-5800,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,Cash,63.24,3.162,7.3,10,25,Morning,Saturday
603-07-0961,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,Cash,373.95,18.6975,4.9,11,34,Morning,Thursday
704-20-4138,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,Credit card,207.69,10.3845,8.1,18,58,Evening,Monday
787-15-1757,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,Ewallet,176.28,8.814,8.4,16,28,Afternoon,Monday
649-11-3678,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,Cash,206.37,10.3185,5.5,20,26,Evening,Tuesday
622-20-1945,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,Cash,39.42,1.971,8.4,15,8,Afternoon,Friday
372-94-8041,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,Ewallet,91.56,4.578,9.8,18,3,Evening,Friday
563-91-7120,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,Cash,308.85,15.4425,6.7,13,21,Afternoon,Friday
746-54-5508,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,Credit card,129.12,6.456,9.4,12,48,Afternoon,Thursday
276-54-0879,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,Ewallet,390.96,19.548,6.4,19,53,Evening,Tuesday
815-11-1168,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,Cash,498.9,24.945,5.4,19,9,Evening,Saturday
719-76-3868,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,Cash,377.04,18.852,8.6,16,30,Afternoon,Tuesday
730-61-8757,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,Credit card,204.52,10.226,4.0,10,11,Morning,Friday
340-66-0321,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,Cash,145.44,7.272,7.6,13,7,Afternoon,Monday
868-81-1752,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,Cash,198.18,9.909,6.8,18,48,Evening,Thursday
634-97-8956,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,Credit card,98.7,4.935,9.1,17,27,Evening,Sunday
566-71-1091,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,Cash,385.1,19.255,5.5,15,59,Afternoon,Sunday
442-48-3607,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,Credit card,46.96,2.348,7.9,11,21,Morning,Thursday
835-16-0096,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,Ewallet,73.5,3.675,8.5,13,48,Afternoon,Sunday
527-09-6272,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,Credit card,142.25,7.1125,9.1,10,17,Morning,Thursday
898-04-2717,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,Ewallet,687.6,34.38,7.5,15,49,Afternoon,Tuesday
692-27-8933,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,Cash,347.7,17.385,5.2,13,2,Afternoon,Sunday
633-09-3463,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,Credit card,142.95,7.1475,9.5,12,58,Afternoon,Thursday
374-17-3652,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,Credit card,385.38,19.269,8.9,15,26,Afternoon,Tuesday
378-07-7001,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,Credit card,144.27,7.2135,7.8,18,23,Evening,Sunday
433-75-6987,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,Ewallet,391.79,19.5895,8.9,19,6,Evening,Tuesday
873-95-4984,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,Cash,538.3,26.915,7.7,20,21,Evening,Friday
416-13-5917,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,Ewallet,485.15,24.2575,9.3,16,24,Afternoon,Wednesday
150-89-8043,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,Cash,133.95,6.6975,6.2,15,4,Afternoon,Thursday
